year,selling_price,km_driven,fuel,seller_type,owner,brand
15,5.3,55.0,Diesel,Dealer,First Owner,Nissan
14,14.85,48.0,Diesel,Dealer,First Owner,BMW
14,3.25,71.014,Diesel,Dealer,First Owner,Chevrolet
15,4.0,60.0,Diesel,Dealer,First Owner,Honda
17,3.8,71.0,Diesel,Dealer,First Owner,Mahindra
16,7.5,45.0,Petrol,Dealer,First Owner,Honda
17,3.9,45.0,Petrol,Dealer,First Owner,Honda
9,1.1,20.0,Petrol,Individual,First Owner,Maruti
19,18.25,14.0,Diesel,Dealer,First Owner,Other
19,32.56,17.0,Diesel,Dealer,First Owner,Audi
15,3.7,60.0,Diesel,Dealer,First Owner,Renault
13,2.1,80.0,Diesel,Individual,Second Owner,Chevrolet
7,1.75,181.0,Diesel,Individual,Other,Skoda
12,5.75,89.55,Diesel,Individual,Second Owner,Hyundai
10,3.2,90.0,Diesel,Individual,Third Owner,Mahindra
10,2.8,149.5,Diesel,Individual,Third Owner,Maruti
13,5.0,190.0,Diesel,Individual,Second Owner,Renault
13,3.8,83.0,Diesel,Dealer,First Owner,Ford
5,1.2,20.0,Petrol,Individual,Second Owner,Maruti
18,3.95,20.0,Petrol,Individual,First Owner,Maruti
10,3.6,160.0,Diesel,Individual,First Owner,Skoda
15,4.51,100.0,Diesel,Individual,First Owner,Nissan
10,1.75,45.0,Petrol,Individual,Second Owner,Chevrolet
9,1.7,44.8,Petrol,Individual,Second Owner,Chevrolet
6,1.0,40.0,Petrol,Individual,Second Owner,Hyundai
14,1.5,120.0,Petrol,Individual,Third Owner,Maruti
11,1.49,10.0,Diesel,Individual,Second Owner,Tata
11,1.6,80.0,Diesel,Individual,Second Owner,Tata
18,4.34999,10.0,Petrol,Individual,First Owner,Datsun
14,8.0,156.0,Diesel,Individual,First Owner,Mahindra
10,8.19999,120.0,Diesel,Individual,Second Owner,Toyota
7,1.63,100.0,Petrol,Individual,Second Owner,Maruti
1,3.5,100.0,Diesel,Individual,Second Owner,Mercedes-Benz
6,0.75,100.0,Petrol,Individual,Second Owner,Tata
12,1.8,60.0,Petrol,Individual,Second Owner,Maruti
17,6.75,30.0,Diesel,Individual,First Owner,Ford
13,4.0,170.0,Diesel,Individual,First Owner,Maruti
13,4.34999,100.0,Diesel,Individual,Second Owner,Volkswagen
6,1.0,110.0,Petrol,Individual,Second Owner,Tata
15,4.19,170.0,Diesel,Individual,Second Owner,Maruti
9,2.0,100.0,Petrol,Individual,First Owner,Tata
14,4.0,35.0,Diesel,Individual,First Owner,Renault
18,7.9,40.0,Diesel,Individual,Second Owner,Ford
15,5.0,90.0,Diesel,Individual,Second Owner,Renault
12,2.75,120.0,Diesel,Individual,Second Owner,Skoda
12,4.5,120.0,Diesel,Individual,Second Owner,Hyundai
20,14.0,25.0,Diesel,Dealer,First Owner,Mahindra
15,8.0,15.0,Diesel,Individual,First Owner,Renault
14,3.15,41.0,Petrol,Dealer,First Owner,Maruti
19,7.0,16.0,Petrol,Individual,First Owner,Maruti
16,5.85,51.0,Diesel,Dealer,First Owner,Mahindra
14,3.5,30.0,Petrol,Individual,First Owner,Chevrolet
14,4.95,80.0,Diesel,Dealer,First Owner,Honda
17,5.0,50.0,Petrol,Individual,First Owner,Hyundai
13,3.45,44.0,Petrol,Dealer,First Owner,Hyundai
15,5.0,10.0,Petrol,Individual,First Owner,Maruti
16,3.6,33.0,Petrol,Dealer,First Owner,Maruti
10,2.1,25.0,Petrol,Individual,First Owner,Maruti
14,2.2,66.0,Petrol,Dealer,First Owner,Maruti
9,2.5,48.0,Petrol,Individual,First Owner,Chevrolet
16,9.9,146.0,Diesel,Dealer,First Owner,Toyota
13,2.2,100.0,Diesel,Individual,Other,Mahindra
12,18.0,50.0,Diesel,Individual,Second Owner,Other
14,5.3,50.0,Petrol,Individual,First Owner,Honda
16,5.75,50.0,Diesel,Individual,First Owner,Maruti
12,4.0,99.0,Diesel,Dealer,First Owner,Mahindra
16,6.8,50.0,Diesel,Individual,First Owner,Honda
14,10.0,80.0,Diesel,Individual,First Owner,Hyundai
16,2.6,45.0,Petrol,Individual,Second Owner,Maruti
10,1.5,50.0,Petrol,Individual,Second Owner,Tata
8,1.8,70.0,Petrol,Individual,Third Owner,Maruti
14,3.46,37.516,Diesel,Individual,First Owner,Other
15,4.5,20.0,Diesel,Individual,First Owner,Mahindra
19,5.0,5.0,Petrol,Individual,First Owner,Hyundai
19,7.0,8.0,Diesel,Individual,First Owner,Hyundai
19,2.8,25.88,Petrol,Individual,First Owner,Maruti
19,4.75,10.0,Petrol,Individual,First Owner,Hyundai
9,3.0,50.0,Diesel,Individual,First Owner,Maruti
14,2.00999,40.0,Petrol,Individual,First Owner,Maruti
9,2.0,100.0,Diesel,Individual,Third Owner,Skoda
9,2.1,80.0,Petrol,Individual,Second Owner,Chevrolet
12,1.6,110.0,Diesel,Individual,First Owner,Tata
9,1.75,136.0,Diesel,Individual,Second Owner,Hyundai
12,3.2,80.0,Diesel,Individual,First Owner,Tata
9,1.1,50.0,Petrol,Individual,Second Owner,Maruti
8,3.0,30.0,Petrol,Individual,First Owner,Maruti
12,7.0,10.0,Petrol,Individual,First Owner,Honda
9,1.35,90.0,Diesel,Individual,Other,Tata
15,5.0,110.0,Diesel,Individual,First Owner,Mahindra
12,5.5,120.0,Diesel,Individual,Second Owner,Mahindra
14,10.5,90.0,Diesel,Individual,Third Owner,Toyota
16,5.0,20.0,Petrol,Individual,First Owner,Honda
11,1.8,90.0,Diesel,Individual,Second Owner,Maruti
10,1.7,50.0,Petrol,Individual,Second Owner,Hyundai
19,4.84999,9.0,Petrol,Individual,First Owner,Honda
11,1.5,70.0,Petrol,Individual,Second Owner,Maruti
18,3.8,25.0,Petrol,Individual,First Owner,Maruti
19,4.8,10.0,Petrol,Individual,First Owner,Hyundai
9,1.35,90.0,Diesel,Individual,Other,Tata
11,2.9,60.0,Diesel,Individual,Second Owner,Volkswagen
13,3.5,70.0,Petrol,Individual,First Owner,Fiat
14,1.1,25.0,Petrol,Individual,First Owner,Maruti
3,0.7,80.0,Petrol,Individual,Third Owner,Hyundai
11,3.0,70.0,Petrol,Individual,Third Owner,Volkswagen
17,1.8,60.0,Petrol,Individual,First Owner,Maruti
20,3.0,20.0,Petrol,Individual,First Owner,Renault
17,5.09,60.0,Petrol,Individual,First Owner,Maruti
16,6.5,80.0,Diesel,Individual,First Owner,Maruti
15,4.5,70.0,Diesel,Individual,Third Owner,Maruti
-1,1.7,2.02,Diesel,Individual,Second Owner,Mahindra
7,2.1,100.0,Diesel,Individual,Second Owner,Mahindra
13,3.6,80.0,Diesel,Individual,Second Owner,Hyundai
11,4.95,120.0,Diesel,Individual,Second Owner,Toyota
6,1.05,100.0,Petrol,Individual,Third Owner,Maruti
10,2.7,60.0,Petrol,Individual,Third Owner,Hyundai
10,1.3,110.0,Petrol,Individual,First Owner,Ford
14,7.0,90.0,Diesel,Individual,Second Owner,Honda
12,4.0,40.0,Diesel,Individual,First Owner,Chevrolet
9,2.5,60.0,Petrol,Individual,Second Owner,Maruti
13,3.25,94.0,Diesel,Individual,Second Owner,Honda
8,0.69,100.0,Petrol,Individual,First Owner,Maruti
18,13.8,25.0,Diesel,Individual,First Owner,Mahindra
7,0.9,90.0,Petrol,Individual,First Owner,Maruti
16,10.0,40.0,Diesel,Individual,First Owner,Mahindra
10,1.45,90.0,Other,Individual,Second Owner,Hyundai
20,2.5,1.1,Petrol,Individual,Other,Maruti
11,2.56,70.0,Diesel,Individual,Third Owner,Maruti
5,0.7,120.0,Diesel,Individual,First Owner,Tata
0,0.5,88.5,Petrol,Individual,Other,Maruti
16,2.4,70.0,Petrol,Individual,Second Owner,Renault
10,0.97,128.0,Petrol,Individual,First Owner,Tata
12,1.3,120.0,Diesel,Individual,First Owner,Tata
9,1.99,52.536,Petrol,Individual,First Owner,Maruti
6,1.25,70.0,Petrol,Individual,First Owner,Honda
15,4.2,60.0,Diesel,Individual,First Owner,Hyundai
16,5.25,110.0,Diesel,Individual,First Owner,Mahindra
8,1.25,85.0,Petrol,Individual,First Owner,Hyundai
10,3.25,135.0,Diesel,Individual,First Owner,Hyundai
12,3.3,86.0,Diesel,Individual,Other,Volkswagen
10,1.1,50.0,Petrol,Individual,First Owner,Maruti
19,4.5,1.95,Petrol,Individual,First Owner,Maruti
5,0.85,118.4,Petrol,Individual,First Owner,Maruti
7,2.29999,70.0,Petrol,Individual,Second Owner,Honda
12,2.5,60.0,Petrol,Individual,Second Owner,Hyundai
15,6.5,68.0,Diesel,Individual,First Owner,Ford
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
17,6.5,6.48,Petrol,Trustmark Dealer,First Owner,Toyota
17,7.5,32.077,Diesel,Trustmark Dealer,First Owner,Maruti
18,8.5,19.107,Petrol,Trustmark Dealer,First Owner,Toyota
17,3.15,18.469,Petrol,Trustmark Dealer,First Owner,Hyundai
15,4.15,28.217,Petrol,Trustmark Dealer,First Owner,Maruti
16,6.4,72.787,Diesel,Trustmark Dealer,First Owner,Maruti
17,7.8,31.063,Petrol,Trustmark Dealer,First Owner,Maruti
17,25.95,79.641,Diesel,Trustmark Dealer,First Owner,Toyota
15,8.5,58.692,Diesel,Trustmark Dealer,First Owner,Hyundai
15,9.0,54.784,Diesel,Trustmark Dealer,First Owner,Hyundai
16,11.5,64.156,Petrol,Trustmark Dealer,First Owner,Toyota
7,0.75,54.0,Petrol,Individual,First Owner,Maruti
12,2.15,97.0,Diesel,Individual,First Owner,Volkswagen
9,1.3,120.0,Petrol,Individual,Second Owner,Maruti
19,4.0,16.0,Petrol,Individual,First Owner,Hyundai
19,5.5,60.0,Petrol,Individual,First Owner,Maruti
16,2.45,52.0,Petrol,Dealer,First Owner,Chevrolet
10,3.2,110.0,Diesel,Individual,Other,Maruti
16,7.3,60.0,Diesel,Individual,Second Owner,Mahindra
5,1.2,100.0,Petrol,Individual,Third Owner,Ford
17,9.5,35.0,Petrol,Individual,First Owner,Honda
17,3.5,48.0,Petrol,Individual,Third Owner,Maruti
5,1.0,20.0,Petrol,Individual,Second Owner,Maruti
17,3.5,30.0,Petrol,Individual,First Owner,Maruti
5,0.8,40.0,Petrol,Individual,Second Owner,Maruti
13,3.7,60.0,Petrol,Individual,First Owner,Hyundai
12,1.6,70.0,Petrol,Individual,Second Owner,Hyundai
9,1.3,120.0,Diesel,Individual,First Owner,Tata
16,2.5,30.0,Petrol,Individual,First Owner,Chevrolet
12,2.7,80.0,Diesel,Individual,Second Owner,Tata
19,26.0,9.5,Diesel,Individual,First Owner,BMW
13,1.6,80.0,Petrol,Individual,First Owner,Hyundai
16,2.29999,80.0,Petrol,Individual,First Owner,Hyundai
17,7.5,29.0,Diesel,Individual,First Owner,Mahindra
11,1.95,120.0,Diesel,Individual,First Owner,Chevrolet
15,3.2,60.0,Petrol,Individual,First Owner,Toyota
18,11.0,20.0,Diesel,Individual,First Owner,Mahindra
16,2.7,22.0,Petrol,Individual,First Owner,Datsun
12,3.0,50.0,Petrol,Individual,First Owner,Skoda
12,2.0,50.0,Diesel,Individual,First Owner,Chevrolet
7,1.2,81.366,Petrol,Individual,First Owner,Maruti
6,0.95,110.0,Petrol,Individual,First Owner,Maruti
13,4.0,100.0,Petrol,Individual,First Owner,Volkswagen
6,2.29999,300.0,Diesel,Individual,First Owner,Toyota
16,4.3,20.0,Diesel,Individual,First Owner,Mahindra
12,3.0,90.0,Diesel,Individual,First Owner,Renault
13,3.5,70.0,Petrol,Individual,First Owner,Fiat
13,4.5,120.0,Diesel,Individual,First Owner,Renault
16,2.0,53.0,Petrol,Individual,Second Owner,Renault
17,2.5,30.0,Petrol,Individual,First Owner,Maruti
12,3.68,90.0,Petrol,Individual,Second Owner,Maruti
12,3.68,90.0,Petrol,Individual,Second Owner,Maruti
14,6.5,244.0,Diesel,Individual,First Owner,Toyota
-3,1.5,120.0,Diesel,Individual,Third Owner,Mahindra
12,1.8,60.0,Other,Individual,First Owner,Maruti
17,5.25,15.0,Petrol,Individual,First Owner,Hyundai
5,3.5,150.0,Diesel,Individual,Second Owner,Ford
18,8.5,30.0,Diesel,Individual,Second Owner,Mahindra
11,3.5,312.0,Diesel,Individual,Third Owner,Volkswagen
7,0.75,54.0,Petrol,Individual,First Owner,Maruti
5,1.6,67.0,Petrol,Individual,First Owner,Maruti
17,5.0,40.0,Diesel,Individual,First Owner,Maruti
8,1.3,100.0,Petrol,Individual,First Owner,Hyundai
15,3.5,100.0,Diesel,Individual,Second Owner,Tata
5,0.7,80.0,Petrol,Individual,First Owner,Maruti
14,7.5,145.0,Diesel,Individual,Second Owner,Toyota
13,4.5,53.0,Diesel,Individual,First Owner,Honda
15,4.3,73.0,Diesel,Individual,Third Owner,Maruti
11,2.6,90.0,Diesel,Individual,Third Owner,Maruti
13,3.7,80.0,Diesel,Individual,Third Owner,Maruti
11,2.29999,100.0,Other,Individual,First Owner,Chevrolet
11,1.4,90.0,Diesel,Individual,Third Owner,Ford
13,7.0,200.0,Diesel,Individual,First Owner,Toyota
20,5.45,7.3,Petrol,Individual,First Owner,Hyundai
17,2.0,30.0,Petrol,Individual,First Owner,Datsun
15,5.0,120.0,Diesel,Individual,First Owner,Tata
8,0.7,90.0,Petrol,Individual,Second Owner,Maruti
13,5.8,25.0,Diesel,Individual,Third Owner,Mahindra
12,1.6,70.0,Other,Individual,Second Owner,Maruti
18,4.5,6.0,Petrol,Individual,First Owner,Hyundai
10,1.6,36.0,Petrol,Individual,First Owner,Maruti
16,7.6,49.0,Diesel,Individual,First Owner,Maruti
15,3.0,22.0,Petrol,Individual,First Owner,Hyundai
-2,0.5,35.0,Other,Individual,Second Owner,Maruti
19,8.0,24.0,Diesel,Individual,First Owner,Mahindra
18,6.8,20.0,Diesel,Individual,First Owner,Maruti
9,0.85,50.0,Other,Individual,Second Owner,Maruti
16,13.0,70.0,Diesel,Individual,First Owner,Toyota
16,5.0,60.0,Petrol,Individual,First Owner,Maruti
15,35.0,35.0,Diesel,Individual,First Owner,Audi
8,1.45,60.0,Petrol,Individual,First Owner,Hyundai
13,3.0,60.0,Diesel,Individual,First Owner,Mahindra
17,6.0,60.0,Diesel,Individual,Second Owner,Maruti
15,4.0,70.0,Petrol,Individual,Second Owner,Maruti
7,1.3,135.0,Petrol,Individual,Second Owner,Hyundai
1,0.45,72.539,Petrol,Individual,Second Owner,Maruti
17,6.41,25.0,Petrol,Individual,First Owner,Maruti
15,6.5,50.0,Diesel,Individual,First Owner,Maruti
20,7.84,0.101,Diesel,Dealer,Other,Ford
20,6.35,0.101,Petrol,Dealer,Other,Ford
20,10.0,0.101,Diesel,Dealer,Other,Ford
15,4.95,52.328,Diesel,Dealer,First Owner,Ford
13,3.24,30.0,Petrol,Individual,First Owner,Hyundai
16,21.0,91.505,Diesel,Dealer,First Owner,Ford
18,2.0,35.0,Petrol,Individual,First Owner,Maruti
15,3.2,60.0,Diesel,Individual,First Owner,Maruti
15,3.0,20.5,Petrol,Individual,First Owner,Hyundai
13,1.8,200.0,Diesel,Individual,First Owner,Tata
8,5.0,154.0,Diesel,Individual,Third Owner,Toyota
11,3.05,120.0,Petrol,Individual,Second Owner,Toyota
9,1.25,50.0,Petrol,Individual,Other,Maruti
15,8.0,135.0,Diesel,Individual,First Owner,Maruti
9,4.2,100.0,Diesel,Individual,First Owner,Mahindra
17,8.75,40.0,Diesel,Individual,First Owner,Maruti
14,5.8,70.0,Diesel,Individual,First Owner,Maruti
11,3.5,133.0,Diesel,Individual,Second Owner,Maruti
4,1.2,110.0,Petrol,Individual,Second Owner,Hyundai
13,1.5,180.0,Diesel,Individual,Third Owner,Tata
13,6.5,120.0,Diesel,Individual,First Owner,Renault
10,2.25,80.0,Petrol,Individual,Second Owner,Maruti
14,4.0,15.0,Petrol,Individual,First Owner,Honda
5,2.5,70.0,Petrol,Individual,First Owner,Hyundai
8,1.2,41.723,Petrol,Individual,Second Owner,Hyundai
10,2.5,70.0,Petrol,Individual,First Owner,Maruti
12,1.75,20.0,Petrol,Individual,Second Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,5.9,26.35,Diesel,Dealer,First Owner,Maruti
15,2.25,68.745,Diesel,Dealer,First Owner,Tata
16,9.0,47.0,Diesel,Individual,First Owner,Mahindra
17,3.75,27.289,Petrol,Dealer,First Owner,Maruti
16,3.2,24.662,Petrol,Dealer,First Owner,Hyundai
13,5.25,37.0,Diesel,Dealer,First Owner,Maruti
14,6.5,28.245,Diesel,Dealer,First Owner,Nissan
17,5.75,27.005,Diesel,Dealer,First Owner,Hyundai
14,3.55,39.227,Petrol,Dealer,First Owner,Hyundai
16,4.7,31.367,Diesel,Dealer,First Owner,Mahindra
8,2.21,35.008,Petrol,Dealer,First Owner,Maruti
9,1.95,27.005,Petrol,Dealer,First Owner,Hyundai
4,0.9,100.005,Petrol,Dealer,Second Owner,Hyundai
13,5.8,45.264,Diesel,Dealer,First Owner,Hyundai
14,3.25,39.093,Petrol,Dealer,First Owner,Maruti
13,4.95,45.241,Petrol,Dealer,First Owner,Honda
14,2.9,12.0,Petrol,Dealer,First Owner,Hyundai
18,3.75,2.769,Petrol,Dealer,First Owner,Datsun
11,2.11,43.128,Diesel,Dealer,First Owner,Tata
10,2.7,110.0,Petrol,Individual,Second Owner,Hyundai
4,0.7,50.0,Petrol,Individual,Second Owner,Maruti
10,2.25,60.0,Petrol,Individual,Second Owner,Hyundai
14,4.2,70.0,Diesel,Individual,Third Owner,Mahindra
15,2.8,22.255,Petrol,Individual,First Owner,Chevrolet
13,4.0,59.213,Petrol,Individual,First Owner,Hyundai
15,8.5,55.0,Diesel,Individual,First Owner,Mahindra
11,5.5,80.0,Diesel,Individual,First Owner,Ford
11,5.5,80.0,Diesel,Individual,First Owner,Ford
18,10.0,40.0,Diesel,Individual,First Owner,Renault
14,3.5,170.0,Diesel,Individual,First Owner,Mahindra
11,3.5,170.0,Diesel,Individual,Second Owner,Tata
7,1.7,70.0,Petrol,Individual,Third Owner,Honda
20,8.28999,1.01,Petrol,Dealer,Other,Ford
20,11.19,1.01,Petrol,Dealer,Other,Ford
20,7.46,1.111,Petrol,Dealer,Other,Ford
20,10.3,1.01,Petrol,Dealer,Other,Ford
20,13.34,1.01,Diesel,Dealer,Other,Ford
20,8.11999,1.01,Petrol,Dealer,Other,Ford
20,13.31,1.01,Diesel,Dealer,Other,Ford
20,8.52,1.01,Petrol,Dealer,Other,Ford
6,0.45,120.0,Diesel,Individual,Second Owner,Tata
13,4.3,70.0,Diesel,Individual,Third Owner,Renault
11,1.4,60.0,Diesel,Individual,Second Owner,Tata
15,8.3,70.0,Diesel,Individual,First Owner,Mahindra
9,4.09999,110.0,Diesel,Individual,Second Owner,Mahindra
12,1.9,80.0,Diesel,Individual,Third Owner,Maruti
7,2.0,80.0,Petrol,Individual,Second Owner,Honda
6,1.2,110.0,Petrol,Individual,Second Owner,Hyundai
19,8.5,50.0,Diesel,Individual,First Owner,Mahindra
11,0.95,115.0,Diesel,Individual,Other,Tata
13,2.13,80.0,Petrol,Individual,First Owner,Maruti
18,6.6,25.0,Diesel,Individual,First Owner,Volkswagen
17,4.15,48.965,Petrol,Dealer,First Owner,Nissan
19,11.0,5.166,Petrol,Dealer,Other,Ford
12,6.5,76.29,Diesel,Dealer,First Owner,Mahindra
16,9.69999,70.0,Diesel,Individual,Second Owner,Mahindra
16,12.5,35.0,Diesel,Individual,First Owner,Mahindra
17,7.15,25.0,Diesel,Individual,First Owner,Maruti
17,7.15,25.0,Diesel,Individual,First Owner,Maruti
16,5.65,47.0,Diesel,Dealer,First Owner,Maruti
13,6.15,45.766,Diesel,Individual,Second Owner,Mahindra
7,1.99,78.771,Diesel,Dealer,Second Owner,Tata
10,3.25,79.357,Diesel,Dealer,First Owner,Maruti
12,4.09999,28.0,Diesel,Individual,First Owner,Ford
12,5.0,72.0,Diesel,Dealer,Second Owner,Hyundai
11,2.25,76.736,Diesel,Dealer,Second Owner,Ford
7,1.35,70.0,Petrol,Individual,Second Owner,Maruti
12,7.5,80.0,Diesel,Individual,Second Owner,Renault
9,1.55,60.0,Other,Individual,Second Owner,Maruti
12,3.35,77.0,Diesel,Dealer,Third Owner,Volkswagen
5,1.14999,92.645,Diesel,Dealer,Other,Ford
7,6.99,101.849,Diesel,Dealer,Second Owner,Mercedes-Benz
4,1.1,120.0,Diesel,Individual,Other,Mahindra
12,3.0,80.0,Petrol,Individual,First Owner,Hyundai
14,7.0,70.0,Diesel,Individual,Second Owner,Mahindra
17,7.0,120.0,Diesel,Individual,First Owner,Maruti
13,2.1,42.0,Petrol,Individual,Third Owner,Maruti
12,6.0,120.0,Diesel,Individual,Third Owner,Maruti
12,1.8,155.836,Diesel,Individual,Second Owner,Tata
11,2.2,59.0,Petrol,Individual,Second Owner,Maruti
9,0.7,60.0,Petrol,Individual,First Owner,Chevrolet
18,9.5,70.0,Diesel,Individual,Second Owner,Hyundai
14,8.0,20.0,Diesel,Individual,First Owner,Ford
12,7.0,120.0,Diesel,Individual,Third Owner,Mahindra
16,2.65,40.0,Petrol,Individual,First Owner,Renault
11,1.75,90.0,Diesel,Individual,Third Owner,Volkswagen
12,2.6,89.0,Diesel,Individual,Second Owner,Mahindra
13,9.5,80.0,Diesel,Individual,Third Owner,Toyota
9,2.5,200.0,Diesel,Individual,Other,Maruti
15,6.3,50.0,Diesel,Individual,First Owner,Mahindra
12,0.35,35.0,Petrol,Individual,Third Owner,Tata
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
14,3.3,200.0,Diesel,Individual,Third Owner,Chevrolet
9,1.5,120.0,Petrol,Individual,First Owner,Maruti
8,1.05,90.0,Diesel,Individual,First Owner,Tata
13,1.85,65.0,Diesel,Individual,First Owner,Tata
14,2.6,50.0,Diesel,Individual,First Owner,Fiat
12,4.5,33.0,Diesel,Individual,First Owner,Maruti
16,5.0,38.0,Petrol,Individual,First Owner,Maruti
12,2.6,40.0,Petrol,Individual,First Owner,Maruti
12,2.65,55.0,Diesel,Individual,Second Owner,Volkswagen
17,8.0,26.0,Diesel,Individual,Second Owner,Mahindra
16,8.69999,80.0,Diesel,Individual,First Owner,Tata
18,6.9,40.0,Petrol,Individual,First Owner,Maruti
11,8.25,120.0,Diesel,Individual,First Owner,Other
6,1.6,63.23,Petrol,Individual,Second Owner,Maruti
6,3.0,120.0,Diesel,Individual,Second Owner,Mahindra
5,1.0,100.0,Petrol,Individual,Third Owner,Maruti
15,5.3,77.0,Diesel,Individual,Second Owner,Hyundai
16,3.6,30.0,Petrol,Individual,First Owner,Maruti
15,2.2,40.0,Petrol,Individual,First Owner,Maruti
17,1.78,35.0,Petrol,Individual,First Owner,Maruti
18,5.15,5.0,Diesel,Individual,First Owner,Mahindra
14,3.0,35.0,Petrol,Individual,First Owner,Maruti
8,1.05,90.0,Diesel,Individual,First Owner,Tata
13,1.85,65.0,Diesel,Individual,First Owner,Tata
12,1.5,80.0,Diesel,Individual,Second Owner,Tata
14,2.6,50.0,Diesel,Individual,First Owner,Fiat
12,4.5,33.0,Diesel,Individual,First Owner,Maruti
16,5.0,38.0,Petrol,Individual,First Owner,Maruti
12,2.6,40.0,Petrol,Individual,First Owner,Maruti
12,2.65,55.0,Diesel,Individual,Second Owner,Volkswagen
17,7.5,15.0,Petrol,Individual,First Owner,Tata
17,8.0,26.0,Diesel,Individual,Second Owner,Mahindra
16,8.69999,80.0,Diesel,Individual,First Owner,Tata
12,9.5,80.0,Diesel,Individual,First Owner,Toyota
18,6.9,40.0,Petrol,Individual,First Owner,Maruti
11,8.25,120.0,Diesel,Individual,First Owner,Other
13,1.7,70.0,Petrol,Individual,First Owner,Maruti
6,1.6,63.23,Petrol,Individual,Second Owner,Maruti
6,3.0,120.0,Diesel,Individual,Second Owner,Mahindra
15,3.15,45.0,Petrol,Individual,Second Owner,Datsun
6,0.9,40.0,Petrol,Individual,Second Owner,Maruti
5,1.0,100.0,Petrol,Individual,Third Owner,Maruti
8,0.65,110.0,Petrol,Individual,Third Owner,Tata
12,3.12,90.0,Diesel,Individual,Second Owner,Hyundai
18,7.0,25.0,Diesel,Individual,First Owner,Maruti
5,1.5,47.0,Petrol,Individual,First Owner,Hyundai
13,4.5,60.0,Diesel,Individual,First Owner,Renault
10,2.29999,120.0,Diesel,Individual,Second Owner,Hyundai
8,1.11,120.0,Diesel,Individual,First Owner,Maruti
12,2.5,140.0,Diesel,Individual,Second Owner,Maruti
19,7.5,1.001,Diesel,Dealer,First Owner,Ford
17,7.74,1.758,Petrol,Dealer,First Owner,Ford
18,7.11,1.452,Petrol,Dealer,First Owner,Ford
17,6.0,35.122,Diesel,Dealer,First Owner,Ford
15,4.55,92.621,Diesel,Dealer,First Owner,Maruti
15,2.25,92.198,Petrol,Dealer,Second Owner,Datsun
19,6.5,5.0,Diesel,Individual,First Owner,Maruti
13,2.0,50.0,Petrol,Individual,First Owner,Chevrolet
16,8.75,74.0,Diesel,Individual,First Owner,Hyundai
17,7.5,40.0,Diesel,Individual,First Owner,Skoda
19,7.25,22.0,Diesel,Individual,First Owner,Maruti
